Ano;Nº CV SIAFI/ SICONV; Nº CV Interno;Tema;Instituição Convenente;Título do Projeto;UF;Região Geográfica;Cidade da Instituição Convenente;Bioma;Esfera Institucional;Data Assinatura;Data de Publicação no DOU;Data de Fim da Vigência; Recursos do FNMA (R$) ; Recursos de CP (R$) ; Valor Total do Projeto (R$) ;Tipo de Seleção do Projeto;Ação, Edital ou Termo de Referência de Origem do Projeto
1992;;CV001/92;Qualidade Ambiental;Secretaria de Meio Ambiente e Saúde do Rio Grande do Sul;Monitoramento Global com a Fronteira Brasil/Uruguai - Região de Candiota;RS;Sul ;;Pampas;Estadual;06/05/1992;11/05/1992;31/03/1993; 139.186,64 ; 42.340,00 ; 181.526,64 ;Demanda Espontânea (DE);Qualidade Ambiental
1992;;CV002/92;Educação Ambiental;Fundação Natureza do Tocantins - Naturatins;Conscientização das Comunidades Sobre o Problema das Queimadas;TO;Norte ;;Amazônia;Estadual;24/09/1992;28/09/1992;31/12/1992; 2.163,88 ; 1.224,00 ; 3.387,88 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV003/92;Educação Ambiental;Associação Elo;Bolsas de Estudo para Agricultores;SP;Sudeste ;;Mata Atlântica;OSC;24/09/1992;28/09/1992;31/12/1992; 4.189,88 ; -   ; 4.189,88 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV004/92;Qualidade Ambiental;Prefeitura Municipal de Forquilhinha;Construção de Laboratório e Orquidário no Parque Ecológico de Forquilhinha;SC;Sul ;;Mata Atlântica;Municipal;19/11/1992;27/11/1992;31/12/1992; 15.830,08 ; 6.784,00 ; 22.614,08 ;Demanda Espontânea (DE);Qualidade Ambiental
1992;;CV005/92;Gestão de Áreas Protegidas;Ibama e Jardim Botânico/RJ;Coleções Botânicas - Projeto Herbário e Carpoteca;RJ;Sudeste ;;Mata Atlântica;Federal;19/11/1992;25/11/1992;31/12/1994; 63.080,95 ; 5.282,00 ; 68.362,95 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV006/92;Gestão de Áreas Protegidas;Ibama e Jardim Botânico/RJ;Jardim Botânico do Rio de Janeiro - Recuperação;RJ;Sudeste ;;Mata Atlântica;Federal;19/11/1992;25/11/1992;31/08/1994; 39.355,15 ; -   ; 39.355,15 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV007/92;Gestão de Áreas Protegidas;Instituto de Estudos Monteiro Lobato;Preservação das Plantas Medicinais no Vale do paraíba (Continuação);SP;Sudeste ;;Mata Atlântica;OSC;19/11/1992;26/11/1992;31/12/1994; 13.404,44 ; 1.320,00 ; 14.724,44 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV008/92;Qualidade Ambiental;Fundação Centro Tecnológico de Minas Gerais - Cetec;Estratégias de Recuperação da Bacia do Rio Verde Grande (Continuação);MG;Sudeste ;;Cerrado;Estadual;19/11/1992;25/11/1992;31/12/1994; 101.689,52 ; 13.777,00 ; 115.466,52 ;Demanda Espontânea (DE);Qualidade Ambiental
1992;;CV009/92;Educação Ambiental;Fundação Pró-natureza – Funatura;Novelas Ecológicas - Ecovídeo;DF;Centro Oeste;;Cerrado;OSC;19/11/1992;25/11/1992;30/10/1994; 80.223,54 ; 6.602,00 ; 86.825,54 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV010/92;Uso Sustentável dos Recursos Pesqueiros;Fundação Centro Tecnológico de Minas Gerais - Cetec;Desenvolvimento de Métodos para Diagnosticar as Causas de Mortandade de Peixes (Continuação);MG;Sudeste ;;Cerrado;Estadual;19/11/1992;25/11/1992;31/12/1993; 5.493,23 ; 2.536,00 ; 8.029,23 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
1992;;CV011/92;Amazônia Sustentável;Centro Ecumênico de documentação e Informação – Cedi ;Monitoramento de Terras Indígenas da Amazônia (Continuação);AM;Norte ;;Amazônia;OSC;19/11/1992;26/11/1992;31/12/1993; 56.667,94 ; 5.546,00 ; 62.213,94 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV012/92;Educação Ambiental;Prefeitura Municipal de Ibema;Adequações Tecnológicas para Sistemas de Produção Agrícola no Município de Ibema;PR;Sul ;;Mata Atlântica;Municipal;19/11/1992;04/12/1992;31/12/1992; 14.510,91 ; 4.337,00 ; 18.847,91 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV013/92;Qualidade Ambiental;Prefeitura Municipal de Ibema;Levantamento do Uso Atual e Potencial dos Solos do Município de Ibema;PR;Sul ;;Mata Atlântica;Municipal;19/11/1992;25/11/1992;31/12/1992; 5.561,63 ; 1.668,00 ; 7.229,63 ;Demanda Espontânea (DE);Qualidade Ambiental
1992;;CV014/92;Gestão de Áreas Protegidas;Fundação Pró-natureza – Funatura;Prioridades de Conservação para a Avifauna da Amazônia (Continuação);DF;Norte ;;Amazônia ;OSC;19/11/1992;27/11/1992;30/08/1994; 75.928,74 ; 6.602,00 ; 82.530,74 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV015/92;Educação Ambiental;Associação Elo;Iniciação a Agroecologia;SP;Sudeste ;;Mata Atlântica;OSC;19/11/1992;25/11/1992;31/12/1992; 95.226,06 ; 2.376,00 ; 97.602,06 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV016/92;Gestão de Áreas Protegidas;Centro de Pesquisa e Manejo de Abrolhos;Dinâmica Ambiental do Sistema Coral de Abrolhos (Continuação);BA;Nordeste  ;;Marítimo;OSC;19/11/1992;26/11/1992;31/12/1995; 22.594,05 ; 818,00 ; 23.412,05 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV017/92;Educação Ambiental;Instituto Cultural Ecológico Terra Azul;Um Caminho para Gaia;RJ;Sudeste ;;Mata Atlântica;OSC;19/11/1992;26/11/1992;31/12/1993; 29.822,91 ; 54.402,00 ; 84.224,91 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV018/92;Educação Ambiental;Associação Produtores Fazenda Mestre D'armas;Unidade demonstrativa de Plantio Orgânico;DF;Centro Oeste;;Cerrado;OSC;19/11/1992;14/12/1992;31/12/1993; 7.442,89 ; 878,00 ; 8.320,89 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV019/92;Amazônia Sustentável;Museu Paraense Emílio Goeldi;Recursos Naturais e Antropológicos das Sociedades Marítimas, Ribeirinhas e Lacustres da Amazônia;PA;Norte ;;Amazônia;Federal;19/11/1992;27/11/1992;31/12/1993; 34.473,66 ; 30.116,00 ; 64.589,66 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV020/92;Amazônia Sustentável;Museu Paraense Emílio Goeldi;Reserva Extrativista, Diversidade Vegetal, Conservação;PA;Norte ;;Amazônia ;Federal;19/11/1992;27/11/1992;31/01/1994; 44.841,56 ; 2.641,00 ; 47.482,56 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV021/92;Amazônia Sustentável;Museu Paraense Emílio Goeldi;destaque Amazônia;PA;Norte ;;Amazônia;Federal;19/11/1992;27/11/1992;31/12/1993; 7.767,63 ; 140,00 ; 7.907,63 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV022/92;Gestão de Áreas Protegidas;Museu Paraense Emílio Goeldi;Briófitas como Possíveis Indicadores da Presença de Metais E Substâncias Antibióticas;PA;Norte ;;Amazônia;Federal;19/11/1992;27/11/1992;31/12/1993; 7.082,21 ; 4.146,00 ; 11.228,21 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV023/92;Amazônia Sustentável;Instituto de Estudos Amazônicos - Iea;Indicação de Áreas para Criação de Reservas Extrativistas;PR;Sul ;;Mata Atlântica;OSC;19/11/1992;26/11/1992;31/12/1993; 27.661,08 ; 2.905,00 ; 30.566,08 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV024/92;Amazônia Sustentável;Conselho Nacional dos Seringueiros;Apoio à Elaboração do Programa Nacional de Reservas Extrativistas (Continuação);AC;Norte ;;Amazônia;OSC;19/11/1992;26/11/1992;31/12/1993; 37.946,61 ; 3.301,00 ; 41.247,61 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV025/92;Amazônia Sustentável;Instituto Vida Cultura e Ambiente ;Manejo Sustentado do Território Munduruku (Continuação);PA;Norte ;;Amazônia ;OSC;19/11/1992;26/11/1992;31/12/1993; 47.158,61 ; 1.980,00 ; 49.138,61 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV026/92;Gestão de Áreas Protegidas;Museu Paraense Emílio Goeldi;Coleção Ex Situ de Diversidade Biológica de Orquídeas (Continuação);PA;Norte ;;Amazônia;Federal;19/11/1992;08/12/1992;31/12/1993; 54.872,90 ; -   ; 54.872,90 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV027/92;Amazônia Sustentável;Secretaria de Estado de Agricultura, Abastecimento e Pesca do Rio de Janeiro ;Recuperação do Jardim Botânico;RJ;Sudeste ;;Mata Atlântica;Estadual;19/11/1992;08/12/1992;31/12/1992; 56.336,22 ; 5.537,32 ; 61.873,55 ;Demanda Espontânea (DE);Pesquisa e Desenvolvimento Tecnológico
1992;;CV028/92;Uso Sustentável dos Recursos Pesqueiros;Secretaria de Estado da Agricultura, Abastecimento e Irrigação do Estado do Maranhão;Apoio ao Desenvolvimento Sustentável da Pesca Artesanal;MA;Nordeste  ;;Amazônia;Estadual;19/11/1992;23/12/1992;31/12/1993; 121.486,99 ; 12.544,00 ; 134.030,99 ;Demanda Espontânea (DE);Uso Sustentável dos Recursos Pesqueiros
1992;;CV029/92;Gestão de Áreas Protegidas;Ibama Sede/DF;Apoio à Infra-Estrutura do Banco de Germoplasma do Jardim Botânico;RJ;Sudeste ;;Mata Atlântica;Federal;19/11/1992;10/12/1992;30/01/1995; 33.262,82 ; -   ; 33.262,82 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV030/92;Amazônia Sustentável;Instituto de Estudos Amazônicos - Iea;Índios e Meio Ambiente;PR;Sul ;;Mata Atlântica;OSC;15/12/1992;17/12/1992;31/12/1993; 11.458,44 ; 857,45 ; 12.315,90 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV031/92;Água e Floresta;Fundação Rio Parnaíba - Furpa;Recuperação de Áreas Degradadas, de Matas Ciliares da Bacia do Rio Parnaíba (Continuação);PI;Nordeste  ;;Caatinga;OSC;15/12/1992;17/12/1992;31/12/1993; 44.359,63 ; 5.372,00 ; 49.731,63 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV032/92;Educação Ambiental;Federação de Órgãos para Assistência Social e Educacional - Fase;Ecologia e Democracia II - Educação Ambiental para Trabalhadores Rurais na Amazônia Oriental (Continuação);PA;Norte ;;Amazônia;OSC;15/12/1992;17/12/1992;31/12/1993; 16.956,19 ; 2.847,00 ; 19.803,19 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV033/92;Educação Ambiental;Centro de Documentação e Imagens Trabalhador Indigena na Terra;Fotografia em Agroecologia - Aspectos de Uma Visão Crítica;RJ;Sudeste ;;Mata Atlântica;OSC;21/12/1992;23/12/1992;31/12/1993; 20.636,05 ; 1.128,00 ; 21.764,05 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV034/92;Educação Ambiental;União das Associações de Cooperação Agrícola - Unaca;Planejamento Agroecológico das Propriedades;RS;Sul ;;Pampa;OSC;21/12/1992;23/12/1992;30/07/1995; 42.477,74 ; 2.149,00 ; 44.626,74 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV035/92;Gestão de Áreas Protegidas;Fundação Norteriograndense de Pesquisa e Cultura - Funpec;A Primatologia no Brasil;RN;Nordeste  ;;Caatinga;OSC;21/12/1992;23/12/1992;31/12/1993; 6.447,28 ; -   ; 6.447,28 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV036/92;Educação Ambiental;Instituto Nasce de Ecologia e Tecnologia Apropriada;Interiorizar: O Desafio Ecopolítico do Brasil no Século XXI;RJ;Sudeste ;;Mata Atlântica;OSC;21/12/1992;23/12/1992;31/12/1993; 8.704,10 ; 4.298,00 ; 13.002,10 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV037/92;Gestão de Áreas Protegidas;Fundação Centro Brasileiro de Proteção e Pesquisa das Tartarugas Marinhas -  Pró-Tamar;Áreas de Alimentação de Tartarugas Marinhas (Continuação).;BA;Nordeste  ;;Marítimo;OSC;21/12/1992;29/12/1992;31/01/1995; 99.075,46 ; 10.208,00 ; 109.283,46 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV038/92;Água e Floresta;Prefeitura Municipal de Curitiba;Monitoramento Ambiental;PR;Sul ;;Mata Atlântica;Municipal;21/12/1992;23/12/1992;30/11/1994; 75.213,78 ; 21.614,00 ; 96.827,78 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV039/92;Educação Ambiental;Proteção Ambiental Cacoalense - Paca;Educação Ambiental para População Rural do Setor Prosperidade em Cacoal;RO;Norte ;;Amazônia;OSC;21/12/1992;23/12/1992;30/07/1994; 19.548,37 ; 3.223,00 ; 22.771,37 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV040/92;Educação Ambiental;Sociedade Movimento Resgate da Identidade Cultural;Educação Ambiental: Árvore da Sobrevivência X Sobrevivência desta Árvore;GO;Centro Oeste;;Cerrado;OSC;21/12/1992;23/12/1992;30/04/1994; 23.790,96 ; 5.372,00 ; 29.162,96 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV041/92;Educação Ambiental;Centro de Estudos Avançados de Promoção Social - Ceaps;Saúde e Alegria (Continuação);RJ;Sudeste ;;Mata Atlântica;OSC;21/12/1992;23/12/1992;31/12/1993; 78.189,94 ; 27.814,00 ; 106.003,94 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV042/92;Gestão de Áreas Protegidas;Fundação Biodiversitas;Monitoramento das Áreas de Ocorrência do Macaco Guariba na Mata Atlântica;MG;Sudeste ;;Mata Atlântica;OSC;21/12/1992;23/12/1992;30/04/1994; 10.090,45 ; 805,00 ; 10.895,45 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV043/92;Amazônia Sustentável;Centro de Assessoria e Apoio aos Trabalhadores e Instituições não Governamentais AlterNativas – Caatinga;Fitoterapia Animal;PE;Nordeste  ;;Caatinga;OSC;21/12/1992;23/12/1992;31/12/1993; 5.986,50 ; -   ; 5.986,50 ;Demanda Espontânea (DE);Pesquisa e Desenvolvimento Tecnológico
1992;;CV044/92;Educação Ambiental;Centro de Assessoria e Apoio aos Trabalhadores e Instituições não Governamentais AlterNativas - Caatinga;Educação Agroecológica;PE;Nordeste  ;;Caatinga;OSC;21/12/1992;23/12/1992;31/12/1993; 8.069,34 ; -   ; 8.069,34 ;Demanda Espontânea (DE);Educação Ambiental e Divulgação
1992;;CV045/92;Gestão de Áreas Protegidas;Universidade Federal Fluminense;Estudo da Vegetação e Avaliação Florística;RJ;Sudeste ;;Mata Atlântica;Federal;21/11/1992;23/12/1992;31/07/1994; 29.918,37 ; -   ; 29.918,37 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1992;;CV046/92;Educação Ambiental;Prefeitura Municipal de São Simão;Prainha do Tamanduá;SP;Sudeste ;;Mata Atlântica;Municipal;21/12/1992;23/12/1992;30/06/1994; 28.932,88 ; 3.132,00 ; 32.064,88 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV047/92;Educação Ambiental;Secretaria Estadual de Educação e Cultura ;Programa de Educação Ambiental nas Escolas Rurais do Rio Grande do Norte (Continuação);RN;Nordeste  ;;Caatinga;Estadual;23/12/1992;29/12/1992;31/05/1994; 12.074,82 ; 967,00 ; 13.041,82 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV048/92;Amazônia Sustentável;Centro de Trabalho Indigenista - Cti;Controle Territorial Waiãpi (Continuação);AP;Norte ;;Amazônia;OSC;23/12/1992;29/12/1992;31/12/1993; 26.237,01 ; 719,00 ; 26.956,01 ;Demanda Espontânea (DE);Amazônia Sustentável
1992;;CV049/92;Educação Ambiental;Centro de Trabalho Indigenista - Cti;Agricultura Regenerativa e Agrossilvicultura entre os Terena (Continuação);MS;Centro Oeste;;Mata Atlântica;OSC;23/12/1992;29/12/1992;31/12/1993; 15.270,67 ; 1.348,00 ; 16.618,67 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV050/92;Água e Floresta;Instituto Metodista Ana Gonzaga;Preservação E Educação Ambiental Através do Uso Socioecológico Cultural da Terra;RJ;Sudeste ;;Mata Atlântica;OSC;23/12/1992;29/12/1992;28/02/1994; 9.670,92 ; 2.364,00 ; 12.034,92 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV051/92;Gestão de Áreas Protegidas;Fundação de Amparo e Desenvolvimento da Pesquisa - Fadesp;Espeleológico Monte Alegre II Continuação);PA;Norte ;;Amazônia ;OSC;29/12/1992;30/12/1992;30/06/1994; 16.895,66 ; 1.585,00 ; 18.480,66 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
1992;;CV052/92;Educação Ambiental;Programa Rural de Educação Ambiental;Pátio Agrícola;RJ;Sudeste ;;Mata Atlântica;OSC;29/12/1992;30/12/1992;31/12/1993; 5.587,86 ; -   ; 5.587,86 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV053/92;Educação Ambiental;Pontifícia Universidade Católica do Rio de Janeiro - Puc;Vídeos Ecológicos;RJ;Sudeste ;;Mata Atlântica;OSC;28/12/1992;30/12/1992;30/04/1995; 55.053,89 ; 6.447,00 ; 61.500,89 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV054/92;Água e Floresta;Associação de Trabalhadores Rurais da Linha Terceira;Reflorestamento;RS;Sul ;;Mata Atlântica;OSC;29/12/1992;30/12/1992;30/04/1994; 42.428,01 ; 8.773,00 ; 51.201,01 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV055/92;Água e Floresta;Fundação Estadual do Meio Ambiente – Fema/MT;Recomposição da Mata Ciliar, dos Rio Diamantino e do Córrego Grande e Pimenta;MT;Centro Oeste;;Amazônia;Estadual;29/12/1992;30/12/1992;30/07/1995; 51.083,32 ; 3.921,00 ; 55.004,32 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV056/92;Educação Ambiental;Sociedade Brasileira de Instrução;Estudo sobre a Educação Ambiental no Rio de Janeiro: 1ª Etapa – Mapeamento;RJ;Sudeste ;;Mata Atlântica;OSC;29/12/1992;30/12/1992;30/09/1994; 15.177,29 ; 3.630,00 ; 18.807,29 ;Demanda Espontânea (DE);Educação Ambiental
1992;;CV057/92;Água e Floresta;Centro de Tecnologias Alternativas Zona da Mata;Sistemas Agroflorestais;MG;Sudeste ;;Mata Atlântica;OSC;29/12/1992;30/12/1992;31/12/1993; 19.094,09 ; 1.527,00 ; 20.621,09 ;Demanda Espontânea (DE);Extensão Florestal
1992;;CV058/92;Educação Ambiental;Prefeitura Municipal de Ibema;Educação Ambiental;PR;Sul ;;Mata Atlântica;Municipal;31/12/1992;06/01/1993;31/12/1993; 5.182,72 ; 4.117,09 ; 9.299,81 ;Demanda Espontânea (DE);Educação Ambiental e Divulgação
1992;;CV059/92;Educação Ambiental;Fundação Cidade da Paz;Preservação e Desenvolvimento Socioambiental;DF;Centro Oeste;;Cerrado;OSC;29/12/1992;30/12/1992;31/12/1993; 6.522,91 ; -   ; 6.522,91 ;Demanda Espontânea (DE);Educação Ambiental
1993;;CV001/93;Educação Ambiental;Fundação Água Viva - Favi;Tribunal da Água;SC;Sul ;;Mata Atlântica;OSC;13/04/1993;15/04/1993;30/06/1993; 28.111,05 ; 9.759,00 ; 37.870,05 ;Demanda Espontânea (DE);Educação Ambiental
1993;;CV002/93;Gestão de Áreas Protegidas;Fundação Museu do Homem Americano - Fumdham;Preservação do Parque Serra da Capivara;PI;Nordeste  ;;Caatinga;OSC;30/06/1993;05/07/1993;31/12/1993; 168.927,84 ; 39.237,00 ; 208.164,84 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
1993;;CV003/93;Qualidade Ambiental;Operação Anchieta;Estudos na Área Indígena Enawene Nawe;MT;Centro Oeste;;Amazônia;OSC;13/09/1993;22/09/1993;30/11/1994; 31.293,89 ; 17.876,00 ; 49.169,89 ;Demanda Espontânea (DE);Qualidade Ambiental
1993;;CV004/93;Água e Floresta;Fundação Cearense de Pesquisa Cultural;Geossistemas e Potencialidades dos Recursos Naturais: Serra do Baturité e Áreas Sertanejas Periféricas;CE;Nordeste  ;;Caatinga;OSC;13/09/1993;22/09/1993;31/07/1994; 23.613,99 ; 18.017,00 ; 41.630,99 ;Demanda Espontânea (DE);Pesquisa e Desenvolvimento Tecnológico
1993;;CV005/93;Educação Ambiental;"Associação Escola Comunidade da Epg ""Cir de Boa Esperança""";Fortalecimento Aec-Cir/Be;ES;Sudeste ;;Mata Atlântica;OSC;13/09/1993;22/09/1993;31/12/1994; 16.598,49 ; 25.971,00 ; 42.569,49 ;Demanda Espontânea (DE);Educação Ambiental
1993;;CV006/93;Educação Ambiental;Associação Ambientalista Bandeira Verde - Aabv;Preparação e Realização do VI Encontro Nacional de Entidades Ambientalistas;PR;Sul ;;Mata Atlântica;OSC;13/07/1993;22/09/1993;30/06/1994; 19.270,06 ; 1.565,43 ; 20.835,49 ;Demanda Espontânea (DE);Educação Ambiental
1993;;CV007/93;Qualidade Ambiental;Associação de Agricultura Orgânica;Caracterização Ecológica dos Sistemas de Produção dos Produtos Orgânicos;SP;Sudeste ;;Mata Atlântica;OSC;13/09/1993;22/09/1993;31/12/1994; 27.521,51 ; 6.756,00 ; 34.277,51 ;Demanda Espontânea (DE);Qualidade Ambiental
1993;;CV008/93;Educação Ambiental;Associação Agroecológica Tijupá;Agroecologia para Técnicos;MA;Nordeste  ;;Amazônia ;OSC;13/09/1993;22/09/1993;31/12/1993; 4.718,29 ; 1.463,00 ; 6.181,29 ;Demanda Espontânea (DE);Educação Ambiental
1993;;CV009/93;Gestão de Áreas Protegidas;Universidade Católica de Goiás;Viveiros Nativos;GO;Centro Oeste;;Cerrado;OSC;13/09/1993;22/09/1993;31/12/1993; 18.715,52 ; 3.355,00 ; 22.070,52 ;Demanda Espontânea (DE);Manejo Sustentável da Flora e da Fauna
1993;;CV010/93;Gestão de Áreas Protegidas;Instituto de Pesquisas Curupira Araras - Ipeca;Zoneamento Espeleológico, Arqueológico e Paleontológico na Serra das Araras e Curupira;MT;Centro Oeste;;Cerrado;OSC;13/09/1993;22/09/1993;31/10/1997; 26.969,72 ; 8.657,28 ; 35.627,00 ;Demanda Espontânea (DE);Gestão de Áreas Protegidas
1993;;CV011/93;Qualidade Ambiental;Universidade de Ijuí;Levantamento das Má Formações no Nordeste do Rio Grande do Sul;RS;Sul ;;Mata Atlântica;OSC;13/09/1993;22/09/1993;31/12/1993; 12.060,37 ; 2.319,00 ; 14.379,37 ;Demanda Espontânea (DE);Qualidade Ambiental
